,D02P221114377-1,D02P221114376-1,D02P221114373-1,D02P221114372-1,D02P221114371-1,D02P221114370-1,D02P221114369-1,D02P221114364-1,D02P221114363-1,D02P221114362-1,D02P221114361-1,D02P221114360-1,D02P221114354-1,D02P221114352-1,D02P221114350-1,D02P221114348-1,D02P221114346-1,D02P221114344-1,D02P221114343-1,D02P221114341-1,D02P221114338-1,D02P221114335-1,D02P221114333-1,D02P221114331-1,D02P221114328-1,D02P221114326-1,D02P221114318-1,D02P221114316-1,D02P221114315-1,D02P221114314-1,D02P221114312-1,D02P221114311-1,D02P221114310-1,D02P221114307-1,D02P221114306-1,D02P221114305-1,D02P221114303-1,D02P221114302-1,D02P221114301-1,D02P221114299-1,D02P221114296-1,D02P221114295-1,D02P221114289-1,D02P221114288-1,D02P221114287-1,D02P221114286-1,D02P221114285-1,D02P221114284-1,D02P221114280-1,D02P221114279-1,D02P221114278-1,D02P221114277-1,D02P221114274-1,D02P221114273-1,D02P221114269-1,D02P221114265-1,D02P221114263-1,D02P221114261-1,D02P221114258-1,D02P221114255-1,D02P221114253-1,D02P221114248-1,D02P221114243-1,D02P221114242-1,D02P221114241-1,D02P221114240-1,D02P221114238-1,D02P221114237-1,D02P221114235-1,D02P221114234-1,D02P221114233-1,D02P221114230-1,D02P221114088-1,D02P221114087-1,D02P221114085-1,D02P221114084-1,D02P221114083-1,D02P221114082-1,D02P221114080-1,D02P221114078-1,D02P221114076-1,D02P221114075-1,D02P221114074-1,D02P221114073-1,D02P221114070-1,D02P221114069-1,D02P221114067-1,D02P221114066-1,D02P221114065-1,D02P221114063-1,D02P221114062-1,D02P221114060-1,D02P221114057-1,D02P221114055-1,D02P221114054-1,D02P221114051-1,D02P221114050-1,D02P221114048-1,D02P221114047-1,D02P221114046-1,D02P221114045-1,D02P221114044-1,D02P221114043-1,D02P221114040-1,D02P221114039-1,D02P221114038-1,D02P221114034-1,D02P221114032-1,D02P221114031-1,D02P221114030-1,D02P221114029-1,D02P221114028-1,D02P221114026-1,D02P221114025-1,D02P221114024-1,D02P221114019-1,D02P221114017-1,D02P221114016-1,D02P221114013-1,D02P221114012-1,D02P221114011-1,D02P221114010-1,D02P221114009-1,D02P221114007-1,D02P221114005-1,D02P221114002-1,D02P221114001-1,D02P221113996-1,D02P221113991-1,D02P221113988-1,D02P221113987-1,D02P221113985-1,D02P221113983-1,D02P221113982-1,D02P221113980-1,D02P221113979-1,D02P221113978-1,D02P221113977-1,D02P221113976-1,D02P221113973-1,D02P221113970-1,D02P221113968-1,D02P221113967-1,D02P221113966-1,D02P221113965-1,D02P221113964-1,D02P221113962-1,D02BD2107060261-1,D02BD2107060253-1,D02BD2107060220-1,D02BD2107060164-1,D02BD2107060144-1,D02P221214445-1,D02P221214444-1,D02P221214443-1,D02P221214442-1,D02P221214441-1,D02P221214439-1,D02P221214438-1,D02P221214437-1,D02P221214436-1,D02P221214434-1,D02P221214432-1,D02P221214431-1,D02P221214430-1,D02P221214429-1,D02P221214428-1,D02P221214427-1,D02P221214426-1,D02P221214425-1,D02P221214424-1,D02P221214422-1,D02P221214421-1,D02P221214420-1,D02P221214419-1,D02P221214418-1,D02P221214417-1,D02P221214416-1,D02P221214415-1,D02P221214411-1,D02P221214410-1,D02P221214409-1,D02P221214408-1,D02P221214407-1,D02P221214403-1,D02P221214401-1,D02P221214400-1,D02P221214397-1,D02P221214396-1,D02P221214395-1,D02P221214393-1,D02P221214391-1,D02P221214389-1,D02P221214388-1,D02P221214387-1,D02P221214386-1,D02P221214385-1,D02P221214384-1,D02P221214382-1,D02P221114223-1,D02P221114222-1,D02P221114218-1,D02P221114212-1,D02P221114209-1,D02P221114208-1,D02P221114206-1,D02P221114203-1,D02P221114201-1,D02P221114200-1,D02BD2107060489-1,D02BD2107060488-1,D02BD2107060487-1,D02BD2107060486-1,D02BD2107060485-1,D02BD2107060483-1,D02BD2107060482-1,D02BD2107060481-1,D02BD2107060480-1,D02BD2107060479-1,D02BD2107060478-1,D02BD2107060477-1,D02BD2107060476-1,D02BD2107060475-1,D02BD2107060474-1,D02BD2107060473-1,D02BD2107060472-1,D02BD2107060471-1,D02BD2107060470-1,D02BD2107060467-1,D02BD2107060466-1,D02BD2107060464-1,D02BD2107060463-1,D02BD2107060462-1,D02BD2107060461-1,D02BD2107060460-1,D02BD2107060459-1,D02BD2107060458-1,D02BD2107060457-1,D02BD2107060456-1,D02BD2107060455-1,D02BD2107060454-1,D02BD2107060453-1,D02BD2107060452-1,D02BD2107060451-1,D02BD2107060450-1,D02BD2107060449-1,D02BD2107060448-1,D02BD2107060446-1,D02BD2107060445-1,D02BD2107060444-1,D02BD2107060443-1,D02BD2107060442-1,D02BD2107060441-1,D02BD2107060439-1,D02BD2107060438-1,D02BD2107060437-1,D02BD2107060436-1,D02BD2107060435-1,D02BD2107060434-1,D02BD2107060433-1,D02BD2107060432-1,D02BD2107060431-1,D02BD2107060430-1,D02BD2107060429-1,D02BD2107060428-1,D02BD2107060426-1,D02BD2107060424-1,D02BD2107060423-1,D02BD2107060422-1,D02BD2107060417-1,D02BD2107060416-1,D02BD2107060409-1,D02BD2107060407-1,D02BD2107060405-1,D02BD2107060404-1,D02BD2107060400-1,D02BD2107060398-1,D02BD2107060397-1,D02BD2107060388-1,D02BD2107060387-1,D02BD2107060385-1,D02BD2107060380-1,D02BD2107060379-1,D02BD2107060377-1,D02BD2107060374-1,D02BD2107060373-1,D02BD2107060371-1,D02BD2107060360-1,D02BD2107060359-1,D02BD2107060358-1,D02BD2107060357-1,D02BD2107060355-1,D02BD2107060351-1,D02BD2107060350-1,D02BD2107060349-1,D02BD2107060348-1,D02BD2107060347-1,D02BD2107060346-1,D02BD2107060345-1,D02BD2107060344-1,D02BD2107060343-1,D02BD2107060342-1,D02BD2107060340-1,D02BD2107060338-1,D02BD2107060335-1,D02BD2107060333-1,D02BD2107060329-1,D02BD2107060325-1,D02BD2107060322-1,D02BD2107060321-1,D02BD2107060320-1,D02BD2107060318-1,D02BD2107060316-1,D02BD2107060315-1,D02BD2107060313-1,D02BD2107060310-1,D02BD2107060308-1,D02BD2107060305-1,D02BD2107060302-1,D02BD2107060300-1
chr10_120713001_120714000,-1.8889308651303363,-1.0908694229300753,-1.8331805682859763,-1.3572204125950054,-2.0,-1.2307692307692308,-1.3333333333333333,-1.1667250029168126,-1.8751171948246765,-1.3572204125950054,-3.6670333700036672,-1.124985937675779,-1.3999720005599887,-2.3573785950023574,-1.3636983499249966,-1.4444604940054888,1.1111,-1.7500875043752186,1.4444,-2.5713551041398817,-1.1111111111111112,-1.937608990505716,-1.4444604940054888,-1.6110842597067825,-2.124946876328092,-2.0,1.0,-1.6191709844559585,-3.3333333333333335,-1.1428571428571428,-1.124985937675779,-1.3846579894765993,-2.142704092564817,-1.2221950623319482,-1.6155088852988693,-1.4999250037498126,-1.4999250037498126,1.1,-4.5004500450045,-2.0,-9.49667616334283,-2.6001040041601664,-1.3333333333333333,-1.1428571428571428,-2.25022502250225,-1.0768899418479432,-2.2002200220022003,-1.2221950623319482,-2.0,-12.5,-2.124946876328092,-2.8336639274582036,-1.4999250037498126,-1.4999250037498126,-2.8336639274582036,1.4,-1.3333333333333333,-2.6001040041601664,-1.7500875043752186,-2.3747328425552126,-2.142704092564817,-1.6666666666666667,1.0,-1.0833062506770663,-3.0003000300030003,-2.124946876328092,-1.8889308651303363,-1.6666666666666667,-2.0,-1.4999250037498126,-1.2000480019200768,-3.0003000300030003,-1.6666666666666667,-2.699784017278618,-1.4999250037498126,-1.2307692307692308,1.3333,1.3,-2.2857142857142856,-1.3000520020800832,-2.2222222222222223,-1.6666666666666667,-1.8751171948246765,-3.1665611146295123,-1.7500875043752186,-1.1538017768547364,-2.2002200220022003,-2.857142857142857,-2.857142857142857,-2.0,-1.2307692307692308,1.0,-1.2727504136438845,-1.555451858764971,-2.5555839509327885,-2.1110407430863414,-2.25022502250225,-1.0833062506770663,-3.4002040122407347,-1.1667250029168126,-2.5555839509327885,-1.5384615384615383,-2.0,-2.800336040324839,-2.7144408251900107,-1.0999890001099988,-1.1428571428571428,-1.124985937675779,-1.5453562046051614,-1.6249593760155998,-3.0003000300030003,-1.2221950623319482,-1.7143836790673752,-1.7274140611504578,1.2857,-1.4999250037498126,-1.1052166224580018,-1.8331805682859763,-2.7502750275027505,-1.8751171948246765,-1.0999890001099988,1.0714,-2.5713551041398817,-2.5,-2.5713551041398817,-1.0833062506770663,-2.25022502250225,-1.1111111111111112,-1.6666666666666667,-2.0,-1.8570102135561746,-2.1668472372697725,-1.6249593760155998,-2.2222222222222223,-1.1538017768547364,-3.4002040122407347,-1.9000570017100513,-1.6923337282112032,-1.5713387806411063,-1.555451858764971,1.1364,-1.6,1.0,-4.666355576294914,-2.0,-1.7001020061203673,-1.214329083181542,-1.8181818181818181,-1.1667250029168126,-1.8331805682859763,-1.7001020061203673,1.0,-2.7777777777777777,-1.7274140611504578,1.0,1.5,1.5,-1.0908694229300753,-2.4283632831471587,-1.3636983499249966,1.3,1.0714,-1.722356183258698,-1.8751171948246765,-1.6249593760155998,1.0,-1.4285714285714286,-1.6363933889707085,1.3333,-1.5384615384615383,-1.6,1.125,1.375,-1.4999250037498126,1.4,-1.3077023669412842,-1.0714668381013608,-1.1052166224580018,-2.142704092564817,1.3529,-3.1426775612822127,1.75,-1.4444604940054888,-1.8096272167933407,-1.8181818181818181,1.0,-2.0,-1.4615609470914936,-1.5384615384615383,-2.5,-1.1111111111111112,1.0526,-1.7500875043752186,1.1,1.5714,1.7,-1.1428571428571428,1.0,-1.4444604940054888,-2.3998080153587713,1.3077,-1.1538017768547364,-1.2307692307692308,-2.124946876328092,-1.1538017768547364,-1.4285714285714286,-2.5,-1.3572204125950054,-2.5833118057349522,-1.3077023669412842,-1.3333333333333333,1.1111,-1.2000480019200768,-1.181753722524226,-1.6,1.7273,1.5,1.0625,-1.062473438164046,1.4,-1.1428571428571428,-1.0999890001099988,-1.3333333333333333,1.3333,-1.3333333333333333,-1.8331805682859763,-1.7500875043752186,-1.2727504136438845,-1.555451858764971,-1.0666666666666667,-1.1428571428571428,-1.3749484394335214,-2.2857142857142856,-3.4281796366129584,1.1,-1.7777777777777777,-1.4615609470914936,1.1,-1.0833062506770663,-1.0999890001099988,1.3,-1.3077023669412842,-1.058873358746294,-1.555451858764971,1.1818,-2.333177788147457,-1.25,-2.4283632831471587,-1.3846579894765993,1.1765,1.1875,-1.2307692307692308,-1.6363933889707085,-1.5713387806411063,1.625,-1.25,-1.6666666666666667,1.2857,1.3,-2.3747328425552126,-1.5832805573147561,-1.3636983499249966,-1.4999250037498126,1.1,-1.3999720005599887,-1.3333333333333333,-1.8751171948246765,1.3077,2.6667,1.0,1.0,-1.5713387806411063,-1.208313194780087,-1.0714668381013608,-1.6,1.1333,1.1818,2.3333,1.0,1.0,-1.7500875043752186,-1.2000480019200768,-2.272727272727273,-1.0833062506770663,-1.062473438164046,-1.8751171948246765,-2.0,-2.0,-2.800336040324839,1.3333,-2.6666666666666665,1.0667,1.5,1.1765,-1.7001020061203673,-1.214329083181542,1.0,1.3,-1.2000480019200768,-1.6363933889707085,-1.25,-1.3572204125950054,-1.3846579894765993,-1.4444604940054888,-1.4545454545454546,-1.8889308651303363,-3.0003000300030003,1.4444,-1.1111111111111112,1.2353,-1.0908694229300753,-1.3000520020800832,1.1111,-1.3846579894765993,1.0,-1.3333333333333333,1.3,1.8571,-2.25022502250225,1.2727
chr10_124196001_124197000,1.2308,1.8889,-1.5713387806411063,2.1667,2.8333,1.4545,-1.1428571428571428,-1.7143836790673752,4.5,1.4167,1.0833,1.2857,1.25,1.2667,2.2857,1.4444,1.4286,1.5556,1.5556,1.3846,-1.124985937675779,1.2632,2.125,1.6923,1.1818,1.0,1.3333,1.0,5.0,1.0,6.0,1.5714,1.1,2.6667,1.2,2.4,2.25,1.625,1.0,1.7857,2.8,1.5,1.3636,1.25,1.3636,2.6,1.7692,1.8182,4.75,-1.0908694229300753,1.5714,1.2,2.125,1.8,2.1,2.0,1.7143,2.0909,1.2308,3.0,1.3571,1.8,1.1667,1.7,2.2857,4.1429,2.1,1.2353,1.1429,1.125,1.6667,1.9,1.3077,2.2,4.0,1.1667,1.25,2.5714,1.2308,1.8889,1.0,1.4286,1.6154,1.25,1.5455,2.5,2.0,-1.4166312508853947,2.3333,3.0,1.375,1.2857,3.6667,1.1667,-1.058873358746294,1.5,1.5455,1.6667,1.625,-1.0768899418479432,1.8333,2.1818,2.125,2.0,1.2727,3.0,2.6,1.6667,2.0,1.1667,1.8571,2.5,1.25,2.875,2.0,2.6,1.9,1.6,1.4,2.7143,1.75,1.875,2.5714,3.2,1.2143,1.4,1.75,1.5455,1.4,6.25,-1.25,1.8,1.9167,1.9231,1.5455,2.625,1.25,1.2143,2.1667,3.3333,1.3529,2.0,1.4444,1.8,1.75,-1.6666666666666667,1.8,1.5556,1.0625,1.2308,1.0526,2.1111,1.8889,2.8,1.4444,1.1667,1.4286,1.0625,1.0,1.625,2.125,1.0,1.1875,-1.1428571428571428,-1.1428571428571428,-1.214329083181542,2.2857,1.1818,1.1818,1.7,1.6429,1.0,2.5556,1.3333,1.3846,-1.2000480019200768,-1.555451858764971,1.3125,1.5,1.3077,1.875,1.1176,1.0,1.3529,1.3125,1.3333,-1.2221950623319482,1.25,1.25,3.1429,-1.4999250037498126,1.625,1.4615,-1.181753722524226,-1.0833062506770663,1.3846,-1.4285714285714286,1.5,2.1,1.1818,1.25,3.1667,2.1,1.4444,1.0,1.4167,1.1111,2.1818,1.875,-1.3333333333333333,-1.4166312508853947,1.2143,-1.3333333333333333,2.8571,1.4286,2.25,1.4167,-1.1667250029168126,1.3636,1.4,2.7143,2.0,1.0,-1.3077023669412842,1.1818,1.0833,1.1111,1.25,1.0667,1.4545,-1.124985937675779,3.0,1.4,1.2,1.0,1.1667,1.8333,1.25,2.5714,-1.0908694229300753,-1.3636983499249966,1.0,1.0,3.0,-1.2221950623319482,-1.1111111111111112,-2.0,4.0,1.2143,3.6667,-1.2856775520699408,1.6667,1.6429,-1.8570102135561746,-1.2221950623319482,-1.25,1.0,-1.0768899418479432,1.2857,2.0,2.1,2.0,-1.0768899418479432,1.2857,1.125,-2.7502750275027505,1.0667,1.5,-1.3572204125950054,1.5,-1.0908694229300753,1.4167,-1.2631047113805736,1.7143,1.3,-1.0714668381013608,1.1667,-1.7143836790673752,1.3,1.4444,1.8182,-1.0833062506770663,-1.0833062506770663,1.7273,-1.0999890001099988,-1.25,1.7778,-1.6666666666666667,-1.1111111111111112,1.125,-1.0908694229300753,1.2,-1.0908694229300753,-1.4999250037498126,1.4,-1.0768899418479432,-1.25,1.3636,-1.2727504136438845,-1.8331805682859763,1.2308,2.0,-1.2307692307692308,-1.4545454545454546,1.5455,1.1667,-1.3999720005599887,1.3333,-1.4166312508853947,-1.1111111111111112,-1.124985937675779,2.0,-1.1667250029168126,1.5,-1.214329083181542,2.0,1.0909,1.3,1.3333,-1.7001020061203673
chr10_1634501_1635500,-3.5001750087504373,-2.25022502250225,-1.266624445851805,-1.7143836790673752,-4.570383912248629,-3.0003000300030003,-8.0,-1.0999890001099988,-3.0003000300030003,-1.6,-2.6246719160104988,-3.5561877667140824,-2.785515320334262,-3.5001750087504373,-4.5004500450045,-3.0003000300030003,-5.0,-3.6245016310257343,-1.3333333333333333,-2.1668472372697725,-1.7500875043752186,-2.785515320334262,-6.666666666666667,-4.0,-1.7001020061203673,-1.1764705882352942,1.125,1.1304,-2.0,-6.25,-1.7500875043752186,-2.6246719160104988,-2.384358607534573,-2.2002200220022003,-2.0665426741062203,-2.6666666666666665,-2.6246719160104988,-2.0,-4.249893752656184,-2.117746717492588,-3.2,-4.142502071251036,-4.5004500450045,-4.0,-1.2856775520699408,-2.3998080153587713,-2.7502750275027505,-2.785515320334262,-2.7502750275027505,-17.98561151079137,-4.750593824228028,-2.5555839509327885,-6.997900629811057,-2.5,-2.2857142857142856,-4.1118421052631575,-1.4374011786689664,-5.0,-6.7521944632005395,-1.6155088852988693,-2.6246719160104988,-1.9000570017100513,-1.6666666666666667,-1.9443904335990667,-1.7998560115190785,-5.0,-5.285412262156448,-6.997900629811057,-4.0,-2.857142857142857,-2.5,-2.818489289740699,-3.0003000300030003,-1.5713387806411063,-3.0003000300030003,-4.399472063352397,-3.3333333333333335,-2.785515320334262,-3.2722513089005236,-1.6666666666666667,-4.0,-4.0,-2.7777777777777777,-1.3999720005599887,-3.6670333700036672,-3.0003000300030003,-4.8007681228996635,-1.4444604940054888,-3.749531308586427,-2.3998080153587713,-4.0,-3.7778617302606725,-4.0,-1.9286403085824495,-2.8336639274582036,-3.0003000300030003,-1.9474196689386565,-2.5713551041398817,-4.599816007359705,-2.454590083456063,-2.5555839509327885,-5.500550055005501,-4.399472063352397,-2.1668472372697725,-6.997900629811057,-2.6001040041601664,-2.9334115576415374,-4.0,-3.286230693394676,-1.9334880123743232,-1.8331805682859763,-3.599712023038157,-1.7692852087756545,-1.7500875043752186,-1.555451858764971,-9.000900090009,-2.6666666666666665,-2.272727272727273,-2.25022502250225,-3.2722513089005236,-2.7502750275027505,-3.2499187520311996,-2.857142857142857,-3.15357931251971,-2.0,-1.3333333333333333,-2.5,-5.167958656330749,-1.8331805682859763,-3.4164673727365904,-3.3333333333333335,-2.3998080153587713,-5.0,-4.332755632582322,-3.856536829926726,-2.2222222222222223,-1.555451858764971,-5.99880023995201,-3.2,-7.331378299120235,-1.187507421921387,-4.599816007359705,-9.000900090009,-4.750593824228028,-3.0003000300030003,-2.0,-2.2999080036798527,1.0,-2.785515320334262,1.2,-2.0833333333333335,-1.2727504136438845,-2.272727272727273,-2.800336040324839,-5.0,-5.99880023995201,-1.6666666666666667,-2.4283632831471587,-2.4283632831471587,-1.6923337282112032,-1.8570102135561746,-1.8570102135561746,-1.7692852087756545,-4.374453193350831,-5.0,-1.8751171948246765,-2.7144408251900107,-2.2002200220022003,-2.142704092564817,-1.5332720024532351,-1.8751171948246765,-5.0,-2.25022502250225,-3.7147102526002973,-1.6666666666666667,-1.124985937675779,-5.500550055005501,-2.875215641173088,-2.5451768897938405,-2.5713551041398817,-2.5,-1.4999250037498126,-4.332755632582322,-1.9286403085824495,-1.7001020061203673,-1.8331805682859763,-4.0,-2.5555839509327885,-1.3000520020800832,-2.5,-1.8751171948246765,-2.4283632831471587,-2.3747328425552126,-1.181753722524226,-2.1668472372697725,-4.5004500450045,-3.599712023038157,-2.2857142857142856,-1.4667057788207687,-1.6,-3.444712366517396,-1.4999250037498126,-2.5,1.0,-4.570383912248629,1.0,-2.900232018561485,-2.8336639274582036,-3.2,-4.8007681228996635,-1.214329083181542,-3.286230693394676,-1.3572204125950054,-1.4615609470914936,-2.142704092564817,-1.6666666666666667,-2.124946876328092,-1.7001020061203673,-2.0,-1.4166312508853947,-1.0908694229300753,-2.0,-3.0003000300030003,-3.571428571428571,-2.5,-1.7059024223814396,-3.1426775612822127,-6.25,-1.5453562046051614,-1.0999890001099988,-1.6363933889707085,-2.7144408251900107,-2.5,-2.538715410002539,-1.7143836790673752,-3.5561877667140824,-1.6363933889707085,-1.2727504136438845,-2.230649118893598,-2.2002200220022003,-2.8336639274582036,-2.090738030524775,-4.0,-1.8889308651303363,-3.0003000300030003,-3.749531308586427,1.1429,-2.5,-1.2727504136438845,-2.2002200220022003,-2.699784017278618,-2.333177788147457,-1.25,-1.3749484394335214,-3.2499187520311996,-1.4999250037498126,-1.3000520020800832,-1.3636983499249966,-1.6666666666666667,-3.0003000300030003,-2.0,-3.2499187520311996,-5.200208008320333,-2.1110407430863414,-2.090738030524775,1.0833,-1.6,-2.416626389560174,-1.4999250037498126,-1.6363933889707085,-1.8667164457718874,-2.1110407430863414,-1.9443904335990667,-2.6001040041601664,-1.7692852087756545,-1.7274140611504578,1.4286,-2.5,1.625,-2.7144408251900107,1.375,-1.6666666666666667,-2.5,-1.4999250037498126,-1.6666666666666667,-1.2307692307692308,-4.666355576294914,-2.6666666666666665,1.1,1.125,-1.3999720005599887,1.2727,-1.181753722524226,2.1667,1.0,2.1111,1.0,1.6667,-1.124985937675779,1.2857,-1.6,-2.2857142857142856,1.0,-1.4999250037498126,-1.4999250037498126,-1.2221950623319482,1.1818,-1.7500875043752186,-3.4002040122407347,-1.6666666666666667,-1.5453562046051614,-1.181753722524226,1.0,-1.4444604940054888,-1.2221950623319482,-1.0555203715431707,1.6667,-4.8007681228996635,-3.599712023038157,-1.0833062506770663
chr10_1717001_1718000,-1.0666666666666667,1.4375,1.1818,1.2857,-1.4999250037498126,1.0588,1.1111,1.0625,1.6364,-1.2000480019200768,1.5,2.0,2.3333,1.375,1.3333,3.0,-1.3333333333333333,2.2857,1.5,1.3636,2.125,-1.1667250029168126,2.0,1.2273,1.1667,1.6667,1.0,2.1875,-1.124985937675779,-1.25,1.7143,1.0476,1.2,1.125,2.875,1.1429,2.5556,1.75,2.6,2.0,1.4286,2.7778,1.6667,-1.2000480019200768,1.1111,2.8,1.4,-1.3999720005599887,2.1429,1.47725,2.2857,3.1667,-2.25022502250225,-1.4545454545454546,1.9091,1.3125,2.1,1.2308,-1.1667250029168126,1.0,1.7143,-1.1428571428571428,1.4444,1.125,3.75,3.375,1.2353,1.8,1.9,1.3077,1.0,1.8667,1.4545,1.9167,2.2222,1.6364,1.8889,2.0,1.625,2.2222,1.4286,-1.214329083181542,1.8571,1.1429,2.4286,1.5714,2.7143,1.0,-1.1667250029168126,-1.2221950623319482,1.875,1.6667,1.3846,1.8,2.5,2.0,1.5556,1.5385,2.6667,1.1429,1.9167,1.5,2.3333,2.8333,1.47725,1.0667,1.5556,1.5455,1.4,1.6923,2.5,3.0,1.5,1.0833,-2.6666666666666665,2.1429,1.1111,1.625,1.8333,1.9091,-1.6249593760155998,2.1429,1.6,1.5,1.5,1.2857,2.3333,-1.8570102135561746,1.0,-1.0869565217391304,-1.124985937675779,-1.124985937675779,-1.6,1.1429,1.4,1.1538,-1.1667250029168126,-1.1332728921124207,-1.5713387806411063,-1.0908694229300753,2.2222,1.0,1.1111,-1.555451858764971,1.1875,1.0769,2.5,2.1111,8.5,3.8,2.5714,1.375,3.2857,2.5714,1.0,2.2857,1.2,2.4,2.0,2.1111,2.3333,1.9091,-1.6666666666666667,-1.1332728921124207,1.2857,2.125,1.6667,1.1429,-1.124985937675779,1.1111,1.2222,3.0,1.3,-1.2307692307692308,1.0556,1.0,1.0588,1.3,-1.0999890001099988,-1.3749484394335214,2.0,1.8571,2.0,1.375,2.875,1.2857,1.7778,1.1875,5.0,-1.1428571428571428,3.25,1.6429,1.4286,2.5,1.6667,1.5,-1.3333333333333333,1.2857,1.2,1.6,-1.0768899418479432,-1.6,-1.181753722524226,1.6667,1.75,2.125,-1.3077023669412842,1.7,1.5333,2.0,3.3333,1.3333,2.5714,3.1429,4.6667,3.4,1.2222,7.5,3.125,2.3333,4.25,9.5,2.7143,3.0,3.2,6.5,1.6667,3.75,3.0,3.2,4.0,3.2,3.5,2.6667,1.6667,2.1667,2.5,3.75,4.0,4.1429,2.2857,3.5,5.75,2.8571,1.8182,4.75,4.5,2.6667,1.4,1.2857,1.7273,2.8333,2.0,5.5,2.0,1.25,2.6667,1.4545,2.2857,3.0,7.3333,2.8,5.1429,2.5,3.75,2.0,1.4,3.6667,6.0,9.5,3.0,2.75,4.5556,3.6,3.5,24.0,1.75,2.8571,1.8333,3.6,2.4,2.0,4.3333,2.2,3.0,2.4286,3.75,5.5,3.3333,2.2,2.0,-1.3333333333333333,1.5,2.625,1.2,2.8571,2.125,4.0,-1.25,4.6667,2.0,2.0,1.8889,1.4,1.4286,3.25,2.25,2.0,2.375,2.2,1.7143,2.3333,5.0,4.0,1.4444,2.0,2.6667,7.0,2.8,1.5
